Sentences,BIO tags,Animated_NP
"Es gibt Höfe , auf denen gegen Auflagen verstoßen wird , auf denen das Tierschutzgesetz nicht eingehalten wird , auf denen gegen das Düngerecht verstoßen wird und viele andere Dinge mehr","['O', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Gegen all diese Entwicklungen muss im Einzelfall mit aller Entschlossenheit vorgegangen werden,"['O', 'B', 'I', 'I', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Aber man darf kein Pauschalurteil fällen und über einen gesamten Berufsstand den Stab brechen,"['O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'O']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Ich behaupte , dass 99 Prozent aller Betriebe nicht nur akribisch alle Auflagen einhalten , sondern auch ein ganz vitales Interesse daran haben , dass das Tierwohl geachtet wird und dass Umweltschutz eine große Rolle spielt","['B', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'O']","[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Verstöße Einzelner für alle zu einem Bewertungsmaßstab zu machen , kann nie richtig sein","['B', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Deswegen sollten wir uns von dieser Diffamierung verabschieden,"['O', 'O', 'B', 'B', 'O', 'B', 'I', 'O']","[0, 0, 1, 0, 0, 0, 0, 0]"
"Lassen Sie mich zum Abschluss noch zwei Worte über das Sondierungspapier von CDU , CSU und SPD und über die Rolle der Landwirtschaft , die darin formuliert ist , verlieren","['O', 'B', 'B', 'O', 'B', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Ich hätte nicht gedacht , meine Damen und Herren , dass in einem Papier , an dem die CSU beteiligt ist , das Wort „ Landwirtschaft “ erst auf Seite 23 von 28 zum ersten Mal Erwähnung findet , dass Sie tatsächlich glauben , auf einer knappen DIN-A4-Seite einen so komplexen Bereich abarbeiten zu können , und vor allem , dass Sie kein einziges Wort der Wertschätzung für die Hunderttausenden von Landwirten finden","['B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'B', 'I', 'I', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O']","[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"Aber Sie haben ja noch die Gelegenheit , zu verhandeln","['O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Vielleicht werden Koalitionsgespräche geführt,"['O', 'O', 'B', 'O']","[0, 0, 0, 0]"
Dann haben Sie die Möglichkeit nachzubessern,"['O', 'O', 'B', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0]"
"Meine Damen und Herren , was mich bei diesem Papier besonders hat aufhorchen lassen , ist eine Formulierung , die ich mit Erlaubnis des Präsidenten gerne zitieren möchte","['B', 'I', 'O', 'B', 'O', 'B', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'B', 'O', 'B', 'B', 'I', 'O', 'O', 'O']","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
Da steht geschrieben : Der gesellschaftlich geforderte Wandel in der Landwirtschaft und die veränderten Erwartungen der Verbraucher bedürfen einer finanziellen Förderung – national wie europäisch,"['O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Meine sehr verehrten Damen und Herren , es ist doch nicht die Aufgabe von Sondierungspartnern , zu definieren , was gesellschaftlich gewünscht und gefordert wird , sondern das definieren die 80 Millionen Verbraucherinnen und Verbraucher in Deutschland","['O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'O', 'B']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0]"
"Ich nenne Ihnen eine Zahl als Beispiel : Im Jahr 2017 hat der Umsatz von mit dem Biokennzeichen gekennzeichneten Lebensmitteln gerade einmal 5,7 Prozent des Gesamtumsatzes ausgemacht","['B', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'I', 'B', 'I', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
95 Prozent der Lebensmittel sind auf andere Weise erzeugt worden,"['B', 'I', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Hier von einem gesellschaftlichen Wunsch nach finanzieller Förderung für andere Produktionsweisen zu sprechen , geht an der Realität der Gegenwart komplett vorbei","['O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Ich glaube , wir merken auch bei dieser Debatte , dass wir in den nächsten Jahren beim Thema Landwirtschaft kontroverse Diskussionen führen werden","['B', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'B', 'I', 'O', 'O']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Ich glaube , das ist gut und auch eine Bereicherung für dieses Haus","['B', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Vielleicht können wir uns aber darauf verständigen , dass wir der Landwirtschaft über alle Fraktionsgrenzen hinweg wieder mehr Wertschätzung entgegenbringen , als das in den vergangenen vier Jahren der Fall gewesen ist","['O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'I', 'B', 'I', 'O', 'O']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Ich darf das als eine der Aufgaben meiner Fraktion und derjenigen , die sich in meiner Fraktion mit diesem Thema beschäftigen , definieren","['B', 'O', 'B', 'O', 'B', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'B', 'B', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
"Es ist eine ganz zentrale Herausforderung , der Landwirtschaft in diesem Hohen Hause wieder eine Stimme zu verleihen","['B', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Vielen Dank für Ihre Aufmerksamkeit,"['O', 'O', 'O', 'B', 'I']","[0, 0, 0, 0, 0]"
Danke sehr,"['O', 'O']","[0, 0]"
– Nächste Rednerin in der Debatte ist die Kollegin Amira Mohamed Ali von der Fraktion Die Linke,"['B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'B', 'I', 'B', 'I']","[0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]"
Auch für sie ist es die erste Rede im Deutschen Bundestag,"['O', 'O', 'B', 'O', 'B', 'B', 'I', 'I', 'O', 'B', 'I']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
Herr Präsident,"['B', 'I']","[1, 1]"
Meine Damen und Herren,"['B', 'I', 'O', 'B']","[1, 1, 0, 1]"
"Ich glaube , es ist ein spannendes Thema , das die FDP für die Aktuelle Stunde ausgewählt hat","['B', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
Wir alle kennen diese Probleme,"['B', 'B', 'O', 'B', 'I']","[1, 0, 0, 0, 0]"
"Ich habe einen Wahlkreis , der sowohl sehr ländliche Teile umfasst als auch eher städtische Teile","['B', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'I', 'I', 'I']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Das Verrückte ist , dass man nicht nur irgendwo in den Bergen des Odenwaldes keinen Empfang hat ; auch auf dem Weg zum Frankfurter Kreuz bricht manchmal die Verbindung ab","['B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Das zeigt , dass das Problem der Versorgung , der Netzabdeckung eine sehr große Bandbreite hat","['B', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'I', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Über die Methode der angesprochenen Studie kann man mit Sicherheit lange diskutieren,"['O', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Die Autoren der Studie wollten ja bisher nicht die Datengrundlage zur Verfügung stellen , weil man diese wahrscheinlich noch kommerziell verwenden will","['B', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Das ist aber auch nicht weiter tragisch,"['B', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]"
"Denn ich denke , die Botschaft ist klar : Wir können mit der Mobilfunkabdeckung , so wie sie in Deutschland aktuell ist , nicht zufrieden sein","['O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Deswegen ist es wichtig , dass wir uns anschauen – da kann ich dem Kollegen Jarzombek absolut zustimmen – , welche Konsequenzen wir daraus ziehen müssen , wenn wir jetzt zum Aufbau des 5G-Netzes , das heißt des nächsten Mobilfunkstandards , kommen","['O', 'O', 'B', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
In Südkorea ist das Ganze bei den Olympischen Spielen schon einmal so ein bisschen getestet worden,"['O', 'B', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Aber auch da ist es noch nicht flächendeckend eingeführt,"['O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
Wir hatten im Ausschuss Digitale Agenda gerade eine Delegation aus Südkorea zu Gast,"['B', 'O', 'O', 'B', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'O', 'B']","[1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
Das war durchaus interessant,"['B', 'O', 'O', 'O']","[0, 0, 0, 0]"
"Es ist immer sehr einfach , von dieser Stelle aus zu erklären , dass in allen anderen Ländern alles viel besser läuft als bei uns","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'O', 'O', 'O', 'O', 'O', 'B']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Wenn ich mich recht erinnere , haben die Mitglieder der Delegation auch viele Fragen gestellt","['O', 'B', 'B', 'B', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'B', 'I', 'I', 'O']","[0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]"
Auch dort läuft nicht alles perfekt,"['O', 'O', 'O', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0]"
"Was den 5G-Ausbau angeht , müssen wir sicherstellen , dass der Ausbau in der Fläche besser vorangeht , als es jetzt der Fall ist","['B', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Es gibt immer noch eine Vielzahl von Gründen , die da hineinspielen","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Wir werden mit Sicherheit noch alle , wie wir hier sitzen , dieses Thema in unseren Wahlkreisen auf den Tisch bekommen","['B', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Beim 5G-Standard werden die Funkzellen kleiner,"['O', 'B', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0]"
"Das heißt , wir brauchen gerade im ländlichen Bereich mehr Masten , die auch sichtbar sind","['B', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'O', 'O']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Das erklärt zum Beispiel , wo an der einen oder anderen Stelle die Probleme herkommen","['B', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Wenn diese Masten nicht aufgebaut werden können oder wenn der Aufbau mit sehr großem Aufwand verbunden ist , dann ziehen die Anbieter gerne einmal schnell weiter und lassen Gebiete unterversorgt","['O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Das ist eine der wichtigen Aufgaben , die wir angehen müssen","['B', 'O', 'B', 'B', 'I', 'I', 'O', 'B', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Das Thema Lizenzvergaben hat der Kollege Jarzombek angesprochen,"['B', 'I', 'O', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0, 0, 1, 1, 1, 0]"
